iter	Passed	Remaining
1308	37680	106248
1309	37708	106217
1310	37737	106188
1311	37766	106161
1312	37795	106132
1313	37817	106083
1314	37849	106064
1315	37878	106037
1316	37905	106001
1317	37933	105970
1318	37959	105934
1319	37984	105897
1320	38011	105863
1321	38039	105832
1322	38065	105795
1323	38091	105757
1324	38115	105716
1325	38141	105679
1326	38166	105639
1327	38191	105601
1328	38218	105569
1329	38244	105532
1330	38272	105499
1331	38305	105483
1332	38330	105443
1333	38358	105412
1334	38383	105374
1335	38411	105342
1336	38439	105312
1337	38465	105276
1338	38490	105238
1339	38517	105204
1340	38542	105165
1341	38570	105134
1342	38598	105103
1343	38626	105073
1344	38652	105036
1345	38681	105008
1346	38708	104975
1347	38733	104936
1348	38760	104902
1349	38784	104861
1350	38814	104837
1351	38842	104806
1352	38869	104772
1353	38894	104732
1354	38922	104702
1355	38952	104677
1356	38979	104645
1357	39005	104609
1358	39034	104580
1359	39061	104545
1360	39084	104501
1361	39110	104468
1362	39138	104436
1363	39164	104400
1364	39190	104365
1365	39218	104333
1366	39242	104293
1367	39271	104265
1368	39312	104268
1369	39340	104237
1370	39369	104209
1371	39396	104176
1372	39424	104145
1373	39451	104112
1374	39477	104075
1375	39503	104041
1376	39529	104005
1377	39559	103980
1378	39595	103971
1379	39632	103963
1380	39671	103960
1381	39706	103950
1382	39737	103926
1383	39772	103914
1384	39812	103913
1385	39841	103886
1386	39870	103857
1387	39900	103832
1388	39932	103812
1389	39963	103790
1390	40000	103783
1391	40036	103773
1392	40065	103745
1393	40092	103711
1394	40122	103684
1395	40148	103650
1396	40174	103614
1397	40203	103586
1398	40227	103543
1399	40255	103515
1400	40283	103482
1401	40324	103487
1402	40346	103441
1403	40374	103408
1404	40404	103384
1405	40434	103357
1406	40461	103324
1407	40488	103292
1408	40514	103257
1409	40542	103225
1410	40573	103203
1411	40600	103168
1412	40626	103132
1413	40655	103105
1414	40683	103074
1415	40708	103035
1416	40735	103004
1417	40762	102970
1418	40788	102934
1419	40813	102896
1420	40840	102864
1421	40865	102825
1422	40892	102792
1423	40922	102764
1424	40948	102730
1425	40974	102694
1426	41005	102670
1427	41029	102631
1428	41055	102595
1429	41085	102569
1430	41110	102532
1431	41137	102497
1432	41162	102462
1433	41188	102426
1434	41215	102391
1435	41242	102358
1436	41281	102356
1437	41315	102339
1438	41366	102365
1439	41395	102340
1440	41424	102311
1441	41453	102281
1442	41480	102248
1443	41513	102230
1444	41546	102212
1445	41577	102188
1446	41609	102168
1447	41644	102156
1448	41683	102152
1449	41723	102150
1450	41754	102127
1451	41781	102093
1452	41814	102075
1453	41843	102048
1454	41875	102026
1455	41908	102006
1456	41933	101969
1457	41958	101933
1458	41985	101899
1459	42011	101863
1460	42039	101833
1461	42067	101801
1462	42093	101766
1463	42121	101737
1464	42148	101702
1465	42177	101675
1466	42209	101652
1467	42236	101621
1468	42266	101594
1469	42293	101562
1470	42315	101517
1471	42341	101480
1472	42385	101488
1473	42412	101457
1474	42440	101425
1475	42467	101391
1476	42494	101359
1477	42522	101327
1478	42552	101302
1479	42578	101268
1480	42602	101228
1481	42630	101197
1482	42659	101168
1483	42683	101129
1484	42709	101093
1485	42739	101067
1486	42768	101038
1487	42795	101006
1488	42821	100971
1489	42848	100937
1490	42878	100912
1491	42906	100882
1492	42933	100848
1493	42958	100811
1494	42987	100782
1495	43016	100754
1496	43044	100723
1497	43073	100695
1498	43100	100663
1499	43128	100632
1500	43155	100600
1501	43181	100564
1502	43210	100536
1503	43238	100507
1504	43271	100487
1505	43307	100476
1506	43341	100460
1507	43371	100434
1508	43421	100454
1509	43456	100438
1510	43489	100419
1511	43518	100390
1512	43551	100371
1513	43581	100347
1514	43615	100331
1515	43645	100302
1516	43674	100275
1517	43701	100243
1518	43726	100205
1519	43754	100175
1520	43784	100149
1521	43819	100133
1522	43848	100105
1523	43876	100074
1524	43906	100048
1525	43935	100020
1526	43960	99983
1527	43987	99951
1528	44015	99920
1529	44043	99890
1530	44069	99853
1531	44094	99818
1532	44122	99786
1533	44148	99751
1534	44174	99715
1535	44200	99681
1536	44228	99650
1537	44261	99631
1538	44293	99609
1539	44323	99583
1540	44350	99551
1541	44381	99526
1542	44428	99539
1543	44456	99508
1544	44483	99475
1545	44508	99439
1546	44535	99405
1547	44560	99368
1548	44585	99330
1549	44611	99297
1550	44638	99262
1551	44665	99230
1552	44691	99196
1553	44718	99163
1554	44743	99126
1555	44772	99098
1556	44798	99062
1557	44823	99025
1558	44849	98990
1559	44875	98955
1560	44901	98922
1561	44927	98887
1562	44954	98852
1563	44979	98815
1564	45004	98778
1565	45028	98741
1566	45056	98709
1567	45081	98673
1568	45105	98635
1569	45133	98603
1570	45157	98565
1571	45182	98528
1572	45208	98493
1573	45237	98464
1574	45264	98431
1575	45289	98396
1576	45313	98355
1577	45338	98318
1578	45363	98283
1579	45390	98250
1580	45416	98216
1581	45490	98283
1582	45517	98251
1583	45543	98218
1584	45571	98186
1585	45595	98148
1586	45623	98117
1587	45648	98081
1588	45673	98045
1589	45699	98008
1590	45723	97970
1591	45749	97936
1592	45775	97902
1593	45804	97872
1594	45830	97839
1595	45858	97808
1596	45886	97778
1597	45913	97744
1598	45941	97714
1599	45966	97678
1600	45994	97648
1601	46022	97618
1602	46051	97589
1603	46080	97562
1604	46107	97530
1605	46135	97498
1606	46162	97466
1607	46188	97431
1608	46217	97403
1609	46252	97388
1610	46286	97371
1611	46314	97341
1612	46339	97303
1613	46368	97275
1614	46398	97250
1615	46428	97223
1616	46455	97191
1617	46480	97155
1618	46522	97153
1619	46559	97142
1620	46598	97134
1621	46641	97135
1622	46676	97120
1623	46707	97095
1624	46742	97079
1625	46766	97042
1626	46791	97005
1627	46815	96967
1628	46843	96935
1629	46869	96902
1630	46897	96870
1631	46924	96838
1632	46951	96807
1633	46976	96771
1634	47003	96737
1635	47031	96708
1636	47061	96681
1637	47096	96666
1638	47130	96648
1639	47156	96613
1640	47189	96593
1641	47227	96583
1642	47257	96558
